"","2","3","4","5","7","8","9","10","12","13","14","15","17","18","19","20"
"P34913",-4.88263877087181,-4.67696504983693,-3.5139926453894,-3.55493942742069,-5.25095156809758,-5.23063017903536,-3.63606619239968,-3.65546932126279,-5.47322568678926,-5.09481993810467,-4.16317367853831,-4.1061607681057,-4.5521715776082,-4.45972508538268,-4.30981461605353,-4.46153517308239
"P12814",-5.05416566945874,-4.98440915532594,-3.17466075146554,-3.22364528621516,-5.41195038913934,-5.52150126255271,-3.27586776641741,-3.39487252877023,-4.8105329647367,-4.7173982044254,-3.17236263954564,-3.18314684260671,-5.0638854062714,-5.11279387758211,-3.25690941643691,-3.30831647728578
"P21266",-4.90008908074089,-4.80734968628088,-2.59708368742397,-2.55901483584067,-4.63646783878263,-4.94868756564186,-3.5664854719378,-3.61861424020219,-5.28110918531962,-4.71688342068674,-3.27915189256094,-3.05607698136375,-4.52543400813477,-4.75356398714808,-3.03448826984049,-3.14830562917379
"O75369",-4.23618170677224,-4.08566874050983,-3.28866997756435,-3.37925407199372,-4.60607895552963,-4.78245272065906,-3.17438472578178,-3.19861876654976,-4.02068585734634,-3.90586656939029,-3.31333460129139,-3.37980388183633,-4.45405359371528,-4.48339577470582,-3.23986212523508,-3.32859917238006
"Q8IYQ7",-4.67987697991275,-4.55751115393243,-3.10994648969732,-2.9696582121436,-4.81011939937544,-5.14603045537802,-3.29319618828241,-3.22050777683642,-4.20366696093572,-4.38274916321121,-3.59490723388476,-3.59905825544989,-3.76897753874211,-3.84898396774018,-3.49762233962537,-3.72213938270426
"P17096",-4.45572430772696,-4.23860925941116,-3.21603983686152,-3.27569173945266,-4.44848960445718,-4.55501667157135,-3.26153136666699,-3.29283890972007,-4.39091782450545,-4.20012884148096,-3.21311414949833,-3.24791689190944,-4.22853826729264,-4.36509164380666,-3.33619803893019,-3.35644148228342
"Q96BW5",-4.2049683244008,-4.08357536049335,-3.26250634517356,-3.3238827886555,-4.14377523449039,-4.18049350207946,-3.01601225198645,-3.18722026006798,-4.56870811750922,-4.37415188067347,-3.08317679812757,-3.17283281332975,-4.08369313718431,-4.12005719237409,-3.29678863779156,-3.31600837635681
"Q15042",-3.97490127188923,-3.9757801993399,-2.79688742440658,-2.79003126942224,-4.47440430848499,-4.66412411068,-2.92732768892728,-2.88473683715646,-3.85516048362972,-3.78746030421258,-3.02345800028215,-2.99680093971942,-3.78701235500512,-3.82234503248324,-2.84137136025662,-2.97925831750638
"Q9BRX8",-4.2387025783536,-3.80788533951458,-2.66830710746797,-2.7162216886098,-4.32561962517217,-4.70629248431112,-2.83835012220801,-2.9408919926898,-4.52986814185339,-4.47545094447814,-3.22102468272666,-2.99392728222046,-3.67999703561958,-4.15287923068732,-2.74084528317792,-2.72726387690781
"P30837",-3.62479900061783,-3.49497752782562,-2.8184813296715,-2.77278439960985,-3.90632610200756,-3.87813076854711,-3.25900947394925,-3.35002483926924,-4.00957888494289,-4.08653427062193,-2.66454459625685,-2.70964167677388,-3.97971253073756,-4.20472892455874,-2.64451598476078,-2.91790626340608
"O95644",-4.57256368485053,-4.54992534372702,-2.70003244251387,-2.72452923474979,-4.56772787038508,-5.03791405602606,-2.80728149340394,-2.70840244795925,-4.43916147652734,-4.65312129465147,-2.62679829728562,-2.73181408890238,-4.56315713029698,-4.23030508450425,-2.96801843965082,-3.00284076343531
"Q9BQ69",-4.77353802864977,-4.02015368977715,-2.72294124687764,-2.70099277880689,-5.30897978688409,-5.19481201744348,-2.71952812704324,-2.65137029382737,-3.97947750827882,-3.72419328381446,-2.80084995079758,-2.82793389359809,-3.90670625431367,-3.82840035762478,-3.03498078956316,-3.09497693087043
"P46926",-4.27214198143811,-4.02625729106399,-2.85011231540639,-2.92567204136964,-4.18344042648023,-4.49249550211286,-2.74700255574805,-2.62077231007495,-3.96465309883712,-3.82140023578857,-2.87664943778741,-3.11496790389333,-4.22640394333513,-4.16485977660894,-2.89149317547642,-3.07335969303267
"Q8N0X7",-4.46384256168361,-4.30673253305313,-2.89552727090355,-2.78993864389422,-4.21708228055089,-4.68118383165164,-2.66747857337558,-2.60028930613699,-4.16677578777161,-4.37576674178984,-3.01703570252478,-3.05897289685128,-3.85291424458092,-4.00040760954615,-2.7441914933908,-2.71723102123969
"Q8IUF8",-3.91372591224362,-3.74816373792981,-2.91929323101701,-2.8142124893633,-4.15044612635538,-4.36675429571412,-2.93145564046469,-2.92307658924785,-3.81373619143208,-3.84808095558537,-3.01374910065535,-3.02955855953016,-4.21310316867048,-4.2885598622549,-2.91733662052303,-2.87633507234645
"Q1ED39",-4.81789912858161,-4.59344220339935,-2.53886543461614,-2.57097639568001,-4.210216498436,-4.35089535670668,-2.74439460501996,-2.50573690642468,-4.79517344253303,-4.39338176161889,-2.3674472713777,-2.52597344525129,-5.22156076722593,-4.71137264746545,-2.46982756884586,-2.50647207083581
"Q9Y5X1",-4.80122288576074,-5.04465496652696,-2.64331191214131,-2.65799674986889,-4.90354003568793,-4.79020035000953,-2.63391638970587,-2.59516332545425,-4.34837200107135,-4.30033834310708,-2.92605776198542,-2.76299768785316,-4.17129186989299,-4.14778584357283,-2.7338135603638,-2.88514247795437
"P02545",-4.63929793532317,-4.58704143913668,-2.86505523377607,-2.93713426756098,-4.7159608285164,-4.98085380603708,-2.58847952136381,-2.61095209577271,-4.46440009579238,-4.47744568324676,-2.78905494829406,-2.8298500516085,-4.38017214800233,-4.53147655873786,-2.84198892299162,-2.93795190496078
"Q9UMY1",-4.00676536618238,-3.63090084748782,-2.8274354223312,-2.78042162289689,-3.69894710257546,-4.03066369178981,-2.98309433015999,-2.88957930166686,-3.92792377565696,-3.84730441986707,-2.81613511083161,-2.7517187921096,-4.01025145923117,-4.14952963750519,-2.76980945700824,-2.82058946192413
"Q9Y5V0",-3.64525656532772,-3.7168595920922,-2.79054759699158,-2.79286196834151,-3.74437626118889,-3.97565722933657,-3.08435808410386,-3.11847339340718,-3.99396816198376,-3.93869171783844,-2.76054203506938,-2.81821018411045,-4.14108201223421,-4.32269723812829,-2.73217448949296,-2.57008162373449
"Q9H4X1",-4.48848719258048,-4.32639736943774,-2.62485580095967,-2.60947662478995,-4.53406641939781,-4.49284314943304,-2.74876146781784,-2.77841364254844,-4.37450685280287,-4.15920022194853,-2.72148798017641,-2.78348174286204,-4.38174964877994,-4.46667670581727,-2.67370444506023,-2.58731255716746
