"","2","3","4","5","7","8","9","10","12","13","14","15","17","18","19","20"
"P34913",-4.88263877087181,-4.67696504983693,-3.5139926453894,-3.55493942742069,-5.25095156809758,-5.23063017903536,-3.63606619239968,-3.65546932126279,-5.47322568678926,-5.09481993810467,-4.16317367853831,-4.1061607681057,-4.5521715776082,-4.45972508538268,-4.30981461605353,-4.46153517308239
"Q7LDG7",-3.45668072475738,-3.17753719609583,-5.80082871998354,-5.93960775282837,-3.29979396240592,-3.43626950940069,-5.21477334597166,-4.82460356554018,-3.20449051871881,-3.22411267915345,-4.8362225374667,-5.1914971892983,-3.5742111687208,-3.59023962682755,-5.39053312926482,-5.08441268674671
"Q9UHL4",-2.77116674942591,-2.88645369564685,-4.52557847917904,-4.51262943085818,-3.71804383305637,-3.79384800882785,-5.15767521074943,-5.04510064872452,-2.69325720856787,-2.77294645688987,-4.4291161422786,-4.44610351033293,-3.52225985560837,-3.40574782126063,-4.32326036505566,-4.76590154766881
"Q13510",-2.89614379316998,-2.67488719831429,-4.79343436914278,-4.6056207866444,-3.92799748327749,-3.73152967917394,-5.299044543316,-4.97949481525185,-3.02126860705675,-2.94989812426359,-5.31331301273743,-5.28138781765242,-3.03108169495056,-2.94417836412821,-4.82606403206979,-5.03505002838303
"Q13315",-2.94890146781448,-2.76282348796165,-4.43058403837197,-4.49931284893095,-3.56217094071064,-3.6318892049298,-5.01950472850578,-4.99971607832904,-3.31873033390811,-3.2956764541367,-4.66667995137881,-4.63656818607866,-3.22107432384107,-3.15444306797894,-4.58333197356772,-4.62048638958005
"P12814",-5.05416566945874,-4.98440915532594,-3.17466075146554,-3.22364528621516,-5.41195038913934,-5.52150126255271,-3.27586776641741,-3.39487252877023,-4.8105329647367,-4.7173982044254,-3.17236263954564,-3.18314684260671,-5.0638854062714,-5.11279387758211,-3.25690941643691,-3.30831647728578
"Q9NUV9",-3.30269599054946,-3.23920831858593,-4.3745307717212,-4.32388977849289,-3.57636116700263,-3.64835162460824,-4.57174759634812,-4.61312777052158,-3.42423345286976,-3.36200214965698,-4.54100856535424,-4.62013597050568,-3.57255189183848,-3.53856907087518,-4.94167774690808,-4.96753210296998
"P42785",-3.04370090036655,-3.19658443258177,-4.47524281806337,-4.57543892447592,-3.35414786596743,-3.38214604184531,-4.8752835970256,-4.73816271714302,-2.97484136374047,-3.00026447859638,-4.50775854351169,-4.48554162216457,-2.70611091612093,-2.64447605028609,-4.52021247142233,-4.53513019328288
"Q5SSJ5",-3.25223601587386,-3.19400858913631,-4.64629210716958,-4.64348133516912,-3.60193500719865,-3.66153595691471,-4.711346250971,-4.64718076013214,-3.29717532444014,-3.24176445055968,-4.80869882329873,-4.78390297718508,-3.21959392258679,-3.22087918116948,-5.03912365975775,-5.11031295457647
"Q96ME7",-3.24121160853462,-3.06789762679517,-4.38511108633047,-4.3809716466067,-3.357564721856,-3.60231790967303,-4.72185885537761,-4.73434936645438,-3.12361523434766,-2.96657380881277,-4.41857628997531,-4.7060006252659,-3.2245660258547,-3.37999095061361,-4.69361401597529,-4.97597512995079
"Q9Y4F9",-3.42609852193552,-3.25031485529421,-4.76734040033368,-5.05621807899574,-3.36410521505684,-3.36394372906751,-5.07757685620971,-4.99098158680188,-3.34385485477843,-3.07069140516448,-4.56161897667517,-4.47871278241272,-3.44274677670005,-3.42425929301641,-5.03879092051228,-5.0552522613158
"Q8WWP7",-3.56706907346452,-3.46330597757025,-4.42979496677711,-4.58132061839293,-3.29250939139893,-3.39051172310871,-4.6243956221703,-4.63136897492283,-3.31317638838605,-3.21804783515273,-4.37465773188334,-4.51946859039958,-3.43611701660889,-3.40387677687717,-4.91485179845141,-4.88215602160934
"Q12882",-3.46386943859094,-3.4871231867626,-4.54701803856821,-4.8554724306198,-3.32409135766451,-3.34841654575245,-4.76551826885281,-4.68530298891983,-3.75622806482088,-3.57514924480327,-4.59132282059726,-4.58425407629692,-3.77883248052849,-3.58199494106561,-4.4470521713018,-4.4831851225471
"P08236",-3.00150209868938,-2.81154309317399,-4.313161473192,-4.47784543570307,-3.29645033848618,-3.23698649607927,-4.57297278073391,-4.7824604288347,-3.06524785778516,-2.91793779429086,-4.68368074759822,-4.56413688243948,-2.89134538785707,-2.95931048905885,-4.32936747370385,-4.33098975789622
"P21266",-4.90008908074089,-4.80734968628088,-2.59708368742397,-2.55901483584067,-4.63646783878263,-4.94868756564186,-3.5664854719378,-3.61861424020219,-5.28110918531962,-4.71688342068674,-3.27915189256094,-3.05607698136375,-4.52543400813477,-4.75356398714808,-3.03448826984049,-3.14830562917379
"Q9P0J1",-3.00591576222159,-3.10865333989472,-4.12715170146943,-4.11435563760738,-3.49526914283915,-3.50723987835445,-4.45051342638827,-4.45245896452237,-3.30994946534824,-3.03522550288523,-4.01699009011621,-4.08347839282064,-2.96827460397572,-2.99029964413539,-4.65053183566054,-4.40578436762085
"Q96LJ7",-2.74249860049107,-2.7538288533401,-4.09554096814341,-4.49467669555066,-3.35991376260576,-3.51214706272912,-4.7514691811277,-4.41580721417209,-3.28263180583056,-3.15902986518089,-4.59249721269364,-4.45894501065762,-3.15833996367288,-3.24301867803778,-4.89063229021066,-4.8321008663498
"Q8NBL1",-2.97448864056993,-3.00052854311612,-4.32474216171201,-4.18129895927951,-3.39731314943491,-3.27977881909407,-4.78935543963761,-4.98971280292889,-3.11075875925893,-3.11654790054001,-4.52223768093301,-4.21433377796602,-2.88838922765113,-2.90758306941034,-4.48939868110293,-4.19214988830951
"Q92522",-3.12353746341622,-2.97334665023869,-4.8487705502192,-4.82450154061524,-3.3042686737831,-3.21573654585915,-4.92248556283218,-4.81300704376372,-3.16118757784412,-3.10499231704887,-4.92252319897827,-4.89034328854047,-3.21033520932555,-3.11865855460462,-5.25970070897705,-5.12596894400635
"P61244",-3.42062946373265,-3.1274260868789,-4.48730084430104,-4.52803157290871,-3.19136591774211,-3.3204081914353,-4.69010362900152,-4.70155524138287,-3.25565243128755,-3.16163088110671,-4.45647464479134,-4.38762751798128,-3.49485121812319,-3.34230608937347,-4.04677069467989,-4.07249730217336
"O75369",-4.23618170677224,-4.08566874050983,-3.28866997756435,-3.37925407199372,-4.60607895552963,-4.78245272065906,-3.17438472578178,-3.19861876654976,-4.02068585734634,-3.90586656939029,-3.31333460129139,-3.37980388183633,-4.45405359371528,-4.48339577470582,-3.23986212523508,-3.32859917238006
